predict,predictor
-481.1962392478496,401.17624120891924
-481.1962392478496,367.7817129674348
-480.99619923984795,510.4911482637991
-480.7961592318464,604.6947275970715
-480.7961592318464,582.3489620143707
-480.59611922384477,440.2605505923117
-480.59611922384477,522.3442005482062
-479.59591918383677,541.4190759322736
-479.1958391678336,585.4664815886556
-478.99579915983196,433.92616902301336
-478.1956391278256,378.5124900603281
-477.99559911982396,487.18246469398036
-477.5955191038208,480.87678802786417
-477.5955191038208,511.79294893668214
-477.39547909581916,361.2925866415079
-477.39547909581916,401.46659574250646
-477.1954390878176,592.1311223974043
-476.79535907181435,332.9781018058696
-476.79535907181435,520.2715993082884
-476.5953190638128,390.75141543010005
-476.39527905581116,449.82363097318233
-476.39527905581116,601.4778408786525
-476.19523904780954,495.3681051411594
-476.19523904780954,580.4938318770105
-475.99519903980797,531.9894781275696
-475.79515903180635,522.6236238756373
-475.79515903180635,376.1482539656668
-475.79515903180635,389.0613057813889
-475.5951190238048,518.7773006585659
-474.9949989998,352.7440693582395
-474.79495899179835,573.7684783950017
-474.39487897579517,389.998698806961
-474.19483896779354,589.8536935128257
-473.994798959792,494.1139005584294
-473.994798959792,331.4510270771714
-473.994798959792,484.48131019170285
-473.79475895179036,494.48429723264564
-473.59471894378873,438.03701365606105
-472.79455891178236,473.84919954667663
-472.79455891178236,477.6684194973834
-472.79455891178236,408.4466663288486
-472.79455891178236,446.071315581678
-472.59451890378074,350.7409144309025
-472.59451890378074,442.71093904594244
-472.19443888777755,376.2072311405932
-471.99439887977593,600.3559933571777
-471.99439887977593,333.48600655613274
-471.79435887177436,587.9925848027075
-471.59431886377274,440.6422633568368
-471.3942788557712,448.3338700931201
-470.99419883976793,557.5654990873327
-470.99419883976793,589.4831793840805
-470.79415883176637,438.1744564014462
-470.59411882376475,611.3483340996683
-470.3940788157631,448.1447008927503
-470.19403880776156,334.16812941995215
-469.79395879175837,339.29150644356184
-469.59391878375675,420.4548536085688
-469.3938787757551,532.2853643708142
-468.99379875975194,567.8856595921711
-468.99379875975194,505.87471517782717
-468.7937587517504,556.6399797593224
-468.7937587517504,338.67401554741144
-468.7937587517504,366.1702377790271
-468.7937587517504,543.1356585996558
-468.19363872774557,391.03717256365354
-467.99359871974394,441.58332559119043
-467.99359871974394,580.7215253469905
-467.99359871974394,530.2562330713978
-467.59351870374076,501.22315876216715
-467.19343868773757,579.8500600172057
-466.7933586717343,567.669355243935
-466.59331866373276,352.067442822282
-466.59331866373276,373.60145399684575
-466.59331866373276,562.3588829569435
-466.1932386477296,474.2210010000601
-465.99319863972795,575.9159974519253
-465.7931586317263,437.6741744660302
-465.59311862372476,499.5385612453657
-465.59311862372476,434.343175701867
-465.59311862372476,422.4531762576005
-465.39307861572314,332.8465010328664
-465.39307861572314,330.6899930372812
-465.39307861572314,311.8741685908724
-465.1930386077215,481.88699110847824
-465.1930386077215,542.2897132165958
-464.99299859971995,532.8147639665394
-464.79295859171833,578.2503220225082
-464.79295859171833,567.0100474548424
-464.79295859171833,539.9796181296174
-464.79295859171833,507.9583371686878
-464.79295859171833,323.60519240429284
-464.59291858371677,346.03043577741636
-464.39287857571514,559.4985797632372
-463.99279855971196,346.9046881772603
-463.79275855171034,598.6926973577984
-463.39267853570715,338.43939747570977
-463.39267853570715,613.6977393985316
-463.1926385277055,374.3160590208899
-462.99259851970396,394.13013093325935
-462.99259851970396,595.1157826458821
-462.5925185037007,343.1916010626163
-462.39247849569915,432.5035480120105
-462.39247849569915,359.4871223896026
-461.9923984796959,335.91415196922463
-461.79235847169434,574.4338932010082
-461.79235847169434,444.7924165520744
-461.5923184636927,533.5647708037029
-461.5923184636927,372.9683101735042
-461.39227845569116,317.7881369945261
-461.19223844768953,452.99553478091025
-460.79215843168635,580.7417422634232
-460.5921184236847,552.3732027174816
-460.5921184236847,309.5026923940074
-460.5921184236847,367.97123807914915
-460.39207841568316,552.4463551483815
-459.9919983996799,410.2412351996066
-459.3918783756751,415.43410913878375
-459.19183836767354,333.12452214287737
-457.79155831166236,314.27198820859644
-457.59151830366073,384.5692741805087
-457.59151830366073,463.8425194844237
-457.19143828765755,594.7957225845317
-456.7913582716543,416.6924294416624
-456.59131826365274,478.88759139289436
-456.59131826365274,478.3907529221655
-455.59111822364474,370.8678501492282
-455.3910782156431,362.34078665568575
-455.19103820764155,570.7794369508957
-455.19103820764155,598.3123888778039
-454.7909581916383,566.489245520894
-454.3908781756351,372.4329294677949
-454.3908781756351,546.7318846022105
-453.59071814362875,494.1020095563703
-453.59071814362875,304.29387752407393
-453.3906781356271,450.88409200045476
-453.1906381276255,346.67606990782156
-453.1906381276255,307.5725616101846
-452.7905581116223,485.1144624433888
-452.7905581116223,594.9720210815724
-452.59051810362075,444.8091374497549
-452.39047809561913,363.663142232624
-452.1904380876175,309.1287987197154
-452.1904380876175,398.13744741741067
-452.1904380876175,487.81657059046097
-452.1904380876175,521.9335375491061
-451.99039807961594,398.9129210702289
-451.7903580716143,351.10785439337894
-451.7903580716143,515.1357942794807
-451.39027805561113,347.7684359820987
-450.9901980396079,504.08545916003857
-450.39007801560314,524.4447986356175
-450.39007801560314,503.8783147712516
-450.1900380076015,583.7359174175909
-449.7899579915983,594.9782906742558
-449.1898379675935,372.32344450853446
-449.1898379675935,336.37639706588334
-447.5895179035807,595.1038252690845
-447.3894778955791,503.60133546287307
-446.9893978795759,360.5732254772839
-446.3892778555711,412.8495655591339
-446.3892778555711,312.57188425730305
-446.18923784756953,506.45520331222156
-446.18923784756953,430.15592324809165
-445.9891978395679,295.40605803650504
-445.7891578315663,344.3565244102154
-445.7891578315663,441.9527459580611
-445.5891178235647,562.3841306521215
-445.5891178235647,379.4433300060421
-445.18903780756153,390.31180811594726
-444.9889977995599,550.3884129554324
-444.9889977995599,571.134698354125
-444.7889577915583,430.30940928272025
-444.5889177835567,406.4950743929037
-444.3888777755551,551.6769390152228
-444.18883776755354,380.16942393462244
-444.18883776755354,349.53695281739203
-443.9887977595519,361.1402412182124
-443.5887177435487,587.5371666150367
-442.9885977195439,307.8506186496977
-441.3882776555311,530.6568055470862
-441.3882776555311,408.82697182320044
-441.1882376475295,353.5909058795615
-440.7881576315263,564.0178435462252
-440.7881576315263,425.6670817604167
-440.3880776155231,293.399236026637
-440.1880376075215,354.5194639033185
-439.9879975995199,331.36446792791435
-439.3878775755151,312.88707492248176
-439.3878775755151,294.2428039430653
-439.3878775755151,312.29655401737256
-439.1878375675135,449.6516249289278
-438.98779755951193,297.35243652509007
-438.98779755951193,511.7123766547457
-438.98779755951193,552.0901226091343
-438.7877575515103,365.7936449495962
-438.5877175435087,295.08494137865654
-438.3876775355071,378.34077477111816
-438.3876775355071,589.7904754682943
-438.1876375275055,304.07458338482525
-437.9875975195039,459.8186875706947
-437.9875975195039,330.92710093741846
-437.7875575115023,579.9895738651812
-437.7875575115023,465.096814654636
-436.9873974794959,387.97661320447446
-436.7873574714943,369.17202522539594
-436.5873174634927,422.2933735399843
-436.1872374474895,391.3679759688481
-435.7871574314863,446.014981882229
-435.5871174234847,411.211687836631
-435.5871174234847,493.0375273393886
-435.5871174234847,336.53606020911946
-435.3870774154831,400.72159512575087
-435.1870374074815,281.9155700807264
-434.9869973994799,311.7522407476887
-434.78695739147827,382.81446641389334
-434.78695739147827,566.3693951772923
-434.5869173834767,345.39981037988326
-434.3868773754751,318.02647593530213
-434.18683736747346,440.908698804733
-434.18683736747346,452.44764328032187
-433.9867973594719,484.13092879652413
-433.9867973594719,415.8591189309265
-433.9867973594719,371.088263424755
-433.5867173434687,377.4483663361666
-433.1866373274655,544.0943851453613
-432.9865973194639,551.4802468267766
-432.7865573114623,571.3801364731204
-432.5865173034607,567.985523437811
-432.3864772954591,492.79135567048263
-432.18643728745747,412.40437166887386
-431.7863572714543,303.8585075298741
-430.9861972394479,309.8275620656794
-430.9861972394479,430.15154173657436
-430.9861972394479,476.28074035619994
-430.7861572314463,495.01629245832305
-430.7861572314463,386.69200831286537
-430.1860372074415,393.6470374015739
-430.1860372074415,465.9877017015172
-430.1860372074415,481.9921866826497
-430.1860372074415,367.3947438861762
-429.9859971994399,371.92098363258333
-429.7859571914383,377.92887211419026
-429.3858771754351,583.9789901255303
-429.3858771754351,576.0968395869543
-429.1858371674335,303.53099865992755
-428.98579715943185,375.2365863646395
-428.98579715943185,389.3112496245238
-428.58571714342867,414.5283096127341
-428.58571714342867,402.1252044436133
-428.3856771354271,288.571214573236
-428.1856371274255,358.6314850668288
-428.1856371274255,523.6231289897181
-427.9855971194239,498.76996100985133
-427.7855571114223,338.90578495317766
-427.58551710342067,481.12901851977404
-427.58551710342067,527.3967560074394
-427.58551710342067,529.9604371905783
-427.58551710342067,297.612895272396
-427.58551710342067,529.2649758614242
-427.1854370874175,581.1888804930679
-426.98539707941586,492.3708197815299
-426.7853570714143,274.0891355678215
-426.5853170634127,356.2934324788648
-426.38527705541105,497.7640527910841
-426.38527705541105,478.09792054956824
-425.98519703940786,554.741842687415
-425.7851570314063,397.0002018501844
-425.7851570314063,442.3944250801926
-425.7851570314063,427.9390949325127
-424.7849569913983,433.97450060751316
-424.5849169833967,321.363172920085
-424.5849169833967,399.89303478839776
-424.1848369673935,433.9252258093217
-423.9847969593919,281.8711807407783
-423.9847969593919,357.83329079952284
-423.9847969593919,528.640735034928
-423.78475695139025,565.4277099241547
-423.78475695139025,356.2037450604647
-423.38467693538706,554.242226375761
-422.9845969193839,449.180403948525
-422.9845969193839,496.54939210938164
-422.7845569113823,341.4384920426762
-422.38447689537907,509.21031791607936
-422.1844368873775,316.1719799124062
-421.78435687137426,528.0281774004322
-421.78435687137426,525.8584009791173
-421.5843168633727,429.0574470317634
-421.38427685537107,430.5113466748578
-421.38427685537107,549.1729780460453
-421.18423684736945,413.4505175585915
-421.18423684736945,294.7959869794292
-421.18423684736945,540.0023844006784
-420.9841968393679,477.8573133073443
-420.78415683136626,306.1549463108475
-420.3840768153631,450.2457694723939
-420.18403680736145,327.2410403177054
-420.18403680736145,347.0052944320737
-419.78395679135826,501.19192401282635
-419.78395679135826,392.2202878054157
-419.3838767753551,397.05930365703824
-419.18383676735345,468.0540711319829
-419.18383676735345,381.46750784599567
-419.18383676735345,532.6378801817457
-419.18383676735345,309.0986967851221
-419.18383676735345,426.193826856934
-419.18383676735345,496.51663664618366
-418.9837967593519,334.00860225862317
-418.78375675135027,330.0112379765985
-418.58371674334865,554.6943371556812
-418.3836767353471,321.09727067797763
-417.3834766953391,311.38532851413436
-416.7833566713343,394.56913982538305
-416.7833566713343,442.81114636925673
-416.58331666333265,480.4938590505611
-415.98319663932784,347.4753091332054
-415.98319663932784,562.5216015275007
-415.58311662332466,518.8115243987241
-415.38307661532303,394.22702021886687
-414.98299659931985,379.07282965510086
-414.98299659931985,543.5213562389922
-414.98299659931985,554.5493447103745
-414.7829565913183,526.1071607911316
-414.7829565913183,486.3082627201612
-414.3828765753151,262.4811826550032
-414.3828765753151,349.46470699673876
-413.38267653530704,319.1329070455588
-412.98259651930385,561.9440966040584
-412.38247649529904,435.58973293900027
-412.38247649529904,420.7521982255088
-412.1824364872975,311.37423246306673
-411.98239647929586,477.26379872538604
-411.38227645529105,292.7703253078949
-411.1822364472895,489.797126947351
-410.98219643928786,310.2228162799471
-410.78215643128624,325.2096749954024
-410.5821164232847,378.2284852115481
-410.38207641528305,280.8352162091595
-410.38207641528305,538.7679101815559
-409.38187637527506,466.53894086534314
-409.38187637527506,279.0602553493503
-409.38187637527506,408.1545672590074
-409.18183636727343,552.2880901252129
-408.98179635927187,256.31230157320647
-408.78175635127025,560.341420873681
-408.78175635127025,485.4109687811116
-408.5817163432687,557.9421473425781
-408.5817163432687,297.216616696653
-408.18163632726544,434.68488032002426
-407.78155631126225,468.3942915885709
-407.38147629525906,466.466933488283
-407.18143628725744,555.4749531114103
-406.9813962792558,284.5739352330289
-406.9813962792558,408.2169070371497
-406.78135627125425,347.64008448739264
-406.38127625525107,405.56380647866166
-406.38127625525107,403.0602437893886
-406.18123624724944,256.75701501956587
-406.18123624724944,295.1767909837039
-406.18123624724944,310.00561498223897
-405.9811962392479,536.5387590565638
-405.78115623124626,365.50440532122377
-405.58111622324463,349.2104402162664
-405.38107621524307,512.2982681827561
-404.9809961992398,272.632358830538
-404.9809961992398,283.15067794808675
-404.58091618323664,438.42915067643713
-404.58091618323664,425.27051438662113
-404.380876175235,372.27663349048663
-404.18083616723345,322.4661189564223
-404.18083616723345,431.2132214054807
-403.98079615923183,470.3017572074731
-403.98079615923183,276.81803052078766
-402.58051610322065,370.9320710646368
-402.58051610322065,379.9913770409006
-402.380476095219,326.51833732331977
-402.380476095219,401.0122315635131
-402.380476095219,315.45681749763236
-401.98039607921584,330.61036045312744
-401.7803560712142,508.5500777410151
-401.58031606321265,461.8313501514151
-401.380276055211,474.0957892031207
-401.18023604720946,267.7468244514347
-400.38007601520303,360.00760843957164
-400.38007601520303,476.20074428308635
-400.38007601520303,309.12893547758426
-400.18003600720147,479.6580999302817
-399.97999599919984,295.482105193284
-399.97999599919984,276.2107059769767
-399.97999599919984,369.7465409188777
-399.97999599919984,519.6808088411194
-399.37987597519503,343.09901670018905
-399.37987597519503,280.2123731780815
-399.1798359671934,481.91387379414505
-399.1798359671934,415.1319525035338
-399.1798359671934,389.0863079931163
-399.1798359671934,481.5491740985119
-397.97959591918385,460.7471992312999
-397.77955591118223,406.0582876750291
-397.77955591118223,454.5098835346414
-397.77955591118223,335.57422043774045
-397.57951590318066,529.4887389945736
-397.57951590318066,401.30303598770183
-397.37947589517904,496.689152477889
-397.37947589517904,424.07597836903795
-396.97939587917585,387.40485447057165
-396.97939587917585,261.01225451662265
-396.77935587117423,324.1407811397598
-396.37927585517104,315.2781685952035
-396.1792358471694,250.12477206813764
-396.1792358471694,462.87130817253905
-395.9791958391678,480.5181433389257
-395.9791958391678,350.8973197305627
-395.77915583116624,489.2777151312141
-395.77915583116624,393.15160843002127
-395.1790358071614,301.9922636614019
-395.1790358071614,523.3167818364028
-394.97899579915986,361.5286224766052
-394.97899579915986,244.4521061388704
-394.37887577515505,318.5289325687494
-394.37887577515505,507.10605029530416
-394.17883576715343,369.0300897480966
-394.17883576715343,272.3421004212418
-394.17883576715343,349.04403422024126
-393.378675735147,321.8866742650201
-392.9785957191438,499.6600177025956
-392.5785157031406,401.6137805828635
-392.37847569513906,271.2336106923489
-392.37847569513906,322.15273542691455
-392.37847569513906,251.00200516424047
-392.17843568713744,470.3450043671256
-392.17843568713744,308.09024678494586
-391.9783956791358,325.6921749652437
-391.77835567113425,503.4723412588111
-391.77835567113425,462.31865233878915
-391.5783156631326,435.7143824588596
-391.17823564712944,364.2796361544334
-391.17823564712944,405.96149660597774
-391.17823564712944,530.7422787729654
-390.9781956391278,531.3302813380544
-390.7781556311262,498.0855051611879
-390.7781556311262,391.84568019295637
-390.7781556311262,402.7897866482777
-390.57811562312463,266.90877774127875
-390.378075615123,245.2736756125215
-390.378075615123,537.0071057874477
-390.17803560712144,379.869474200779
-389.17783556711345,475.0000038478439
-388.7777555511102,440.7950126042201
-388.7777555511102,471.14767144676955
-388.57771554310864,373.44293169791035
-388.57771554310864,526.6699962002893
-388.1776355271054,336.20408019396154
-387.7775555111022,439.24983350111773
-387.377475495099,399.2961020905961
-387.377475495099,253.09892290015102
-387.1774354870974,429.70261806682146
-386.97739547909583,495.07411786455003
-386.97739547909583,236.71098882169653
-386.7773554710942,409.61952525301336
-386.377275455091,363.14878450197193
-386.377275455091,336.6902430218455
-385.97719543908784,339.59594261181087
-385.97719543908784,381.51394272799143
-385.377075415083,291.6850895464011
-384.9769953990798,480.1290242324203
-384.5769153830766,468.3357149243277
-384.37687537507503,348.4514236616535
-383.7767553510702,528.7657262278816
-383.5767153430686,486.8975159400429
-383.37667533506703,299.96717536118115
-382.7765553110622,521.1199315561278
-382.7765553110622,288.6585169585288
-382.5765153030606,451.5588461986381
-382.376475295059,233.11888378274304
-382.376475295059,282.16244755861027
-381.9763952790558,249.89416947272937
-381.77635527105423,289.1009218723724
-381.77635527105423,369.4560965532251
-381.5763152630526,401.9815300155067
-381.5763152630526,290.0901742705184
-381.5763152630526,334.1532946858807
-381.37627525505104,464.4375478168008
-381.37627525505104,424.0189817558758
-381.1762352470494,233.2071892452958
-380.9761952390478,466.14663721042655
-380.9761952390478,255.5027164282073
-380.5761152230446,504.4611116889755
-380.5761152230446,300.00423671151555
-380.5761152230446,310.2103241497024
-380.376075215043,279.95758893833636
-380.376075215043,232.00711342305883
-380.376075215043,468.7486356472643
-379.9759951990398,298.36389672639143
-379.7759551910382,379.0770097054211
-379.1758351670334,503.82431655895846
-379.1758351670334,232.20795524157404
-379.1758351670334,462.4367198590817
-378.77575515103024,313.9791737852932
-377.9755951190238,523.5843377539379
-377.7755551110222,488.9984509844034
-377.375475095019,531.1320156282561
-376.57531506301257,510.4850491028801
-376.57531506301257,326.6271067958161
-376.375275055011,514.5567516350901
-376.375275055011,488.67251587024543
-376.1752350470094,515.8195891384743
-376.1752350470094,240.46346568351794
-375.7751550310062,381.4525094151614
-375.5751150230046,480.7505042591756
-375.5751150230046,270.1041049779586
-375.1750350070014,356.96390085897417
-374.9749949989998,485.2376840633926
-374.9749949989998,393.7276112403316
-374.7749549909982,412.08106168352464
-374.5749149829966,283.42507384338825
-374.374874974995,387.0634533473114
-374.374874974995,504.3991830261361
-373.5747149429886,475.47560725225344
-373.374674934987,519.7831313484182
-373.1746349269854,455.4762425399793
-372.9745949189838,370.20612242816327
-372.5745149029806,280.0502881207317
-372.5745149029806,229.23558509700172
-372.1744348869774,223.5716437813679
-371.37427485497096,460.7474853674677
-371.37427485497096,415.0991883633118
-371.37427485497096,365.5054069435978
-371.37427485497096,465.70314239893673
-371.1742348469694,348.49259539871593
-370.77415483096615,488.5525451061121
-370.5741148229646,296.3313176221211
-370.1740348069614,348.89962270654075
-369.9739947989598,499.78173166869806
-369.7739547909582,444.17918030373573
-369.5739147829566,296.51644992198646
-369.5739147829566,388.8856153015754
-369.37387477495497,466.29155097932767
-368.17363472694535,498.24504521755205
-367.373474694939,316.39294189654686
-367.373474694939,312.1309583693711
-366.9733946789358,300.8783051879425
-366.77335467093417,416.1924986389688
-366.5733146629326,335.50729472143576
-366.373274654931,432.0464524285039
-366.17323464692936,276.5366009322082
-366.17323464692936,516.9584824470255
-365.9731946389278,507.0279298134957
-365.9731946389278,357.41691292694344
-365.7731546309262,241.8192700148685
-365.7731546309262,288.5413146190739
-365.7731546309262,519.0229145396372
-365.1730346069214,269.62389131626225
-365.1730346069214,509.9548680749575
-364.97299459891974,494.94361096133764
-364.7729545909182,484.65775736435364
-364.7729545909182,289.5173107887859
-364.5729145829166,494.1717189472813
-364.372874574915,492.3734654604067
-363.9727945589118,317.39138251996803
-363.7727545509102,462.6942080819661
-363.57271454290856,263.1365500446408
-363.372674534907,218.02952398325291
-363.372674534907,299.58475416144125
-363.17263452690537,363.4815073678782
-362.5725145029006,298.7302758575798
-362.5725145029006,359.0112983039787
-362.37247449489894,218.20243614684549
-362.37247449489894,420.44225478275933
-362.1724344868974,399.0899567240738
-362.1724344868974,256.5988016725294
-361.57231446289256,238.4900655506977
-361.1722344468894,341.49292788284237
-361.1722344468894,413.7520437779582
-360.7721544308862,281.0648323837791
-359.9719943988798,481.1157207789285
-359.9719943988798,233.17631968935783
-359.9719943988798,278.278096867251
-359.1718343668734,479.97883224744123
-359.1718343668734,393.31631050891946
-358.7717543508702,346.24353503654817
-358.37167433486695,316.89832085671554
-358.1716343268654,224.45668743357274
-357.97159431886377,479.57695772863167
-357.5715143028606,348.35460299981537
-357.5715143028606,385.3257407383527
-357.37147429485896,408.2818289636349
-356.97139427885577,212.24999340066904
-356.97139427885577,435.2181556180087
-356.7713542708542,415.22153906414957
-356.5713142628526,245.62028962379463
-355.9711942388478,334.2796016922689
-355.9711942388478,286.1499482434533
-355.9711942388478,484.02223962207825
-355.77115423084615,468.3715116430558
-355.5711142228446,415.5547695730091
-355.5711142228446,478.0041548365807
-355.5711142228446,211.689283089432
-355.17103420684134,212.24791252675442
-354.9709941988398,345.2923083229666
-354.9709941988398,214.42423085188815
-354.77095419083815,267.71702374443873
-354.77095419083815,488.35311636881676
-354.57091418283653,351.4168682508655
-354.37087417483497,276.3208641928361
-354.37087417483497,243.24277411306156
-354.1708341668334,260.66419795491186
-354.1708341668334,414.9200761282443
-354.1708341668334,340.4186333372766
-353.9707941588317,276.2838834392046
-353.77075415083016,434.59229450405405
-353.5707141428286,491.82155052016833
-353.37067413482697,486.94192324505934
-353.37067413482697,223.007745962176
-353.37067413482697,395.13682399612446
-352.77055411082216,304.14188514894374
-352.77055411082216,326.7446231645258
-352.17043408681735,323.6121297277074
-351.97039407881573,478.0459754311534
-351.97039407881573,353.6595132270559
-351.77035407081416,439.85887658104366
-351.3702740548109,355.71924705384976
-350.9701940388078,277.0121745419304
-350.9701940388078,199.898012686476
-350.9701940388078,261.4470066963969
-350.9701940388078,471.36025759451286
-350.57011402280455,384.8695173371776
-350.57011402280455,223.08341109761676
-350.370074014803,209.21986716343693
-350.370074014803,330.3430268904968
-350.17003400680136,416.0112293781619
-349.96999399879974,235.49919806910665
-349.7699539907982,368.9968742274329
-349.56991398279655,326.9860262656352
-349.16983396679336,236.77949349125763
-348.56971394278855,410.999927892459
-347.7695539107822,328.73407085731753
-347.7695539107822,229.34142857983238
-347.56951390278056,349.9618376275279
-347.56951390278056,467.53088836100073
-347.36947389477893,211.2981362878724
-347.16943388677737,399.08048795008665
-347.16943388677737,477.768483760357
-346.96939387877575,423.30233418301486
-346.56931386277256,194.77395979103494
-346.36927385477094,229.14112405525174
-346.36927385477094,347.39209528572115
-346.1692338467693,205.37439772143935
-345.96919383876775,279.856943794608
-345.56911382276456,238.84831569492053
-345.36907381476294,220.500391603877
-345.36907381476294,257.89848269793606
-345.1690338067614,407.4626403114807
-344.96899379875975,295.70604975597337
-344.76895379075813,394.7775650872526
-344.36887377475495,234.7717728745862
-344.1688337667533,368.5590203155779
-344.1688337667533,362.033563975317
-344.1688337667533,200.56477477559065
-343.96879375875176,398.68861131214373
-343.96879375875176,435.5492319157146
-343.76875375075014,243.46242099275906
-343.76875375075014,389.54009756684843
-343.5687137427485,222.86202127945694
-343.5687137427485,190.64909365040685
-343.5687137427485,240.18644088334207
-343.36867373474695,465.54513600271844
-343.36867373474695,246.6132231986167
-343.1686337267454,379.38351571288797
-342.9685937187437,394.20431933145335
-342.9685937187437,282.0360492852504
-342.9685937187437,316.0388120855797
-342.76855371074214,225.20775542501843
-342.76855371074214,307.7112066523932
-342.76855371074214,378.19099208243483
-342.36847369473895,383.1092080468321
-342.36847369473895,414.7124283039041
-341.96839367873577,475.99691182749353
-341.96839367873577,450.3198984508774
-341.76835367073414,288.961175657359
-341.5683136627325,375.0683145068961
-341.5683136627325,397.4291532756446
-341.5683136627325,220.62301759272486
-341.36827365473096,204.7961942908463
-341.36827365473096,228.97403874475089
-341.36827365473096,242.67854969956952
-341.16823364672933,315.28949977496086
-341.16823364672933,361.3671801913818
-340.9681936387277,442.5459863663285
-340.5681136227246,264.06527864626605
-340.16803360672134,223.67972235068538
-339.9679935987198,336.94020892271647
-339.76795359071815,361.4121311126424
-339.76795359071815,265.3442956462744
-339.5679135827165,403.5547793201717
-339.16783356671334,408.54753911821797
-339.16783356671334,251.33713067332434
-338.76775355071015,437.4456282655249
-338.76775355071015,186.14480589145776
-338.76775355071015,229.1868504704214
-338.56771354270853,213.03269641983098
-338.16763352670534,411.1792499955628
-338.16763352670534,428.7211846482935
-337.9675935187038,322.6398507406867
-337.7675535107021,338.7539881271063
-337.56751350270054,452.0330125531633
-337.36747349469897,351.4472282040711
-337.36747349469897,215.18576078694804
-337.16743348669735,431.4504710380595
-336.76735347069416,290.5787299021843
-336.56731346269254,438.5992161561605
-336.3672734546909,464.70798723291847
-336.3672734546909,370.5776186574642
-336.16723344668935,230.2290367701664
-335.56711342268454,380.5352169271693
-335.56711342268454,289.7517483264219
-335.56711342268454,241.85322953337248
-335.367073414683,331.8991533417973
-335.367073414683,459.3254311956124
-335.1670334066813,488.7890129398489
-334.76695339067817,355.215508569918
-334.76695339067817,231.06829054198428
-334.3668733746749,474.9118955286357
-333.96679335867174,422.85150542285066
-333.7667533506701,368.14783306534304
-333.3666733346669,481.8821143447588
-333.3666733346669,370.98248659896524
-333.1666333266653,326.168608626134
-332.96659331866374,462.6608397737359
-332.7665533106621,396.9749631712042
